id,male,female
13776495,25,53
13462772,105,350
91080,23,41
14214098,47,156
15448926,190,54
15189948,98,39
90436,163,34
5081622,57,172
723088,410,209
7869391,28,154
819098,86,202
989023,28,57
91039,95,41
91208,75,179
1565817,6,3
1565813,53,44
10683245,52,200
14222591,15,10
281423,51,82
10484476,95,72
10683249,38,121
15719821,76,147
15524973,23,98
90676,95,156
819140,38,114
13803506,104,164
91001,53,88
90943,72,123
13625828,29,150
90932,69,26
90890,123,114
90933,54,172
10683242,66,181
90684,172,296
14947854,54,169
281939,161,486
15697659,116,214
15720045,92,233
15727944,93,204
14288720,39,38
12797890,112,85
10682651,6,24
4684840,167,104
819128,21,39
9130761,56,65
913076,503,446
